NAME,ALIAS,CAP,ALIAS FREQ
SHAWNDEE,SHAWN,0.08974,0.58333
SAIFUR,SAIF,0.08917,0.58333
ARTEMAS,ART,0.0875,0.58333
ARIEH,ARI,0.086,0.58333
RENAY,RENEE,0.08567,0.58333
SHARANJIT,SHARAN,0.08046,0.58333
NATVERLAL,NATVER,0.0733,0.58333
OLATUNJI,TUNJI,0.06948,0.58333
GLENDORIS,GLEN,0.06863,0.58333
LAREESE,LA,0.06796,0.58333
MCLAUGH,MICHAEL,0.06667,0.58333
RAQUEL,RAKEL,0.05932,0.58333
DAMYANTIBEN,DAMYANTI,0.05932,0.58333
NORMITA,NORMA,0.05426,0.58333
BENNING,BEN,0.05303,0.58333
ALIAKSANDR,ALEXANDER,0.05205,0.58333
CARINA,CANNA,0.04965,0.58333
MARGINA,GINA,0.04912,0.58333
PRAVINABEN,PRAVINA,0.04722,0.58333
ARRA,ANNA,0.04167,0.58333
DEVILLE,DE,0.03815,0.58333
CHARLES,MARLES,0.03784,0.58333
EMILIEN,EMILE,0.03483,0.58333
VLADIMIR,VLADA,0.03263,0.58333
OLYMPIA,OLY,0.02985,0.58333
RUPESHKUMAR,RUPESH,0.02652,0.58333
OLIVARES,JOSE,0.02303,0.58333
ZHUANG,GUO OU,0.02291,0.58333
KAELYN,KAE,0.02236,0.58333
IRENE,IC,0.02096,0.58333
GAMEZ,MARIA,0.02077,0.58333
BAILA,BELLA,0.02068,0.58333
NEVENKA,NANCY,0.02056,0.58333
NARANJO,MARIA,0.01997,0.58333
ORDONEZ,MARIA,0.01936,0.58333
MEHMET,EMIN,0.01675,0.58333
ABHAYKUMAR,ABHAY,0.01424,0.58333
OLIVAS,MARIA,0.0142,0.58333
JOHN,DEC,0.01267,0.58333
RUSSELL,SELL,0.01167,0.58333
AMRITA,RITA,0.01136,0.58333
ARAGON,MARIA,0.01105,0.58333
FRANCISCO,ABREU,0.01071,0.58333
BLANTON,WILLIAM,0.00838,0.58333
MAYFIELD,MARY,0.00787,0.58333
WILLIAM,PRYOR,0.00707,0.58333
WESTERN,WESTON,0.00683,0.58333
EXIE,ERIC,0.00672,0.58333
DONALD,DUTCH,0.00554,0.58333
GUSTAVO,GUS,0.04365,0.583
GABOR,GABE,0.04018,0.58292
BERNADINE,BERDINE,0.0847,0.58278
JANETMARIE,JANET,0.43529,0.58268
HIRENKUMAR,HIREN,0.05263,0.58242
CECILIA,CEALIA,0.30368,0.58235
LARUTH,LA,0.20455,0.58235
MARYJANET,MARY,0.4466,0.58228
MATTHEW,METHEW,0.43396,0.58228
MYUNGHEE,MYUNG,0.24701,0.58216
DELLOYD,DE,0.21547,0.58209
HYUNJOO,HYUN,0.19949,0.58209
DREANNA,DREAMA,0.1579,0.58209
TEDRIC,TED,0.13879,0.58209
RAGA,RHEA,0.11239,0.58209
LAURABELLE,LAURA,0.29522,0.58197
NICKALUS,NICK,0.24232,0.58197
LEERAY,LEE,0.35821,0.58182
MARYPATRIC,MARY,0.30189,0.58182
JENEVIA,GENEVA,0.21053,0.58182
ETHELRINE,ETHEL,0.20645,0.58182
CLARISSA,CLORISA,0.18391,0.58182
TRINIDAD,TRINY,0.12379,0.58182
THEODOCIA,THEO,0.10424,0.58182
HERBERT,HERBIE,0.23279,0.58179
MELISSA,MELLIS,0.34832,0.58177
ELISABETE,ELIZABETH,0.23861,0.5817
STEPHANIE,STEPANI,0.33113,0.5814
JENNIFER,GENIFER,0.1992,0.5814
KEITHLY,KEITH,0.18797,0.5814
SEHEE,SE,0.17731,0.5814
YUMAN,YU,0.16026,0.5814
RAEDENE,RAE,0.12077,0.5814
ALCEE,AL,0.05721,0.5814
BRIENNE,BRIE,0.04902,0.5814
CHETNABEN,CHETNA,0.0372,0.5814
KIMBALL,KIM,0.11616,0.58134
MELCHOR,MEL,0.05201,0.5813
KENNETH,NETH,0.0298,0.5812
MICHAEL,MIC,0.34507,0.58111
NORAANN,NORA,0.42574,0.58108
KERRILEE,KERRI,0.2337,0.58108
JEONGHO,JEONG,0.2228,0.58108
NADINE,NAD,0.09208,0.58108
ANNARUTH,ANNA,0.42935,0.58088
TARALEE,TARA,0.27719,0.58088
CHRISTOPHER,CHIRSTOP,0.31858,0.58065
WAIFUN,WAI,0.30252,0.58065
ROBERT,ROBIT,0.26667,0.58065
JERRYLYNN,JERRY,0.2069,0.58065
WENHONG,WEN,0.18091,0.58065
ANNETTE,ANETE,0.16981,0.58065
LIZHONG,LI,0.16071,0.58065
STEPHANIE,STEFNI,0.1579,0.58065
HOLLIANNE,HOLLI,0.15254,0.58065
MARYLENE,MARY,0.13235,0.58065
WYNDALL,WENDELL,0.11765,0.58065
GLENNETH,GLENN,0.10056,0.58065
MONTFORD,MONTY,0.0989,0.58065
WEDNESDAY,WENDY,0.07918,0.58065
BENYAM,BEN,0.07627,0.58065
SHAELYN,RAE LYN,0.06122,0.58065
ANEIDA,ANITA,0.05882,0.58065
EFRAIM,EFI,0.05099,0.58065
JASMINE,JASMYN,0.04517,0.58065
MARIDEE,MARY,0.04176,0.58065
KYLEEN,KYLE,0.02518,0.58065
DUSTIN,DUSTY,0.03345,0.58063
RUTHELLEN,RUTH,0.36108,0.58047
WINDIE,WENDY,0.18122,0.58042
VIOLETTE,VIOLET,0.14645,0.58038
MARYEVELYN,MARY,0.41791,0.58031
BERNADETTE,BURNADET,0.34307,0.58025
WAIYAN,WAI,0.3052,0.58025
ROMONE,RAMON,0.20086,0.58025
COLIN,COLM,0.04123,0.58025
DEBORAH,ORAH,0.02056,0.58025
MAEANN,MAE,0.36019,0.58015
SUSAN,SUE,0.06204,0.58011
SOOKHEE,SOOK,0.28155,0.58
JUVENTINO,JUVEN,0.16959,0.58
MELBERT,MEL,0.09265,0.58
UCHENNA,UCHE,0.07645,0.58
BETHEL,BETH,0.07556,0.57998
BRADLEY,BRADL,0.19008,0.57983
GEORGE,GEO,0.04151,0.57976
BONNILEE,BONNIE,0.33613,0.57971
WILBUR,WILB,0.33058,0.57971
KRISTILYNN,KRISTI,0.31746,0.57971
STAPHAN,STEPHEN,0.28986,0.57971
HEEJEONG,HEE,0.28571,0.57971
KYUNGMIN,KYUNG,0.27027,0.57971
XUDONG,XU,0.1005,0.57971
DOUGLAS,GLAS,0.03239,0.57971
LORINDA,LORI,0.10624,0.57966
MARGUERITE,MARGUENTE,0.35634,0.57963
WILLIEMA,WILLIE,0.37091,0.57955
SUNJA,SUN,0.18085,0.57955
MARJORIE,MARGRIE,0.29427,0.57949
GLENVILLE,GLEN,0.18167,0.57949
TIMOTHY,TIMO,0.23469,0.57947
DOMINIC,DOMINK,0.30097,0.57944
MIJIN,MI,0.19872,0.57944
MARYJOAN,MARY,0.44632,0.57924
ZACHARIAH,ZACH,0.22791,0.57923
WILLIAM,WUR,0.16076,0.57914
DIANAMARIE,DIANA,0.3125,0.57895
DAEHYUN,DAE,0.28205,0.57895
THESSALONIA,THESSALON,0.25434,0.57895
KYUNGHWA,KYUNG,0.24719,0.57895
YONGTAE,YONG,0.21782,0.57895
MILAGROS,MILAGRA,0.21782,0.57895
SHAWNLEE,SHAWN,0.21154,0.57895
SUNGSU,SUNG,0.20952,0.57895
KERRYLYN,KERRY,0.2,0.57895
THIENNGA,THIEN,0.17054,0.57895
VERNADEAN,VERNA,0.15865,0.57895
ABDULRAHMAN,ABDULRAH,0.15714,0.57895
EULALIA,EVALIA,0.14323,0.57895
BEVERLY,BEZ,0.12866,0.57895
OLUSEYI,SEYI,0.09866,0.57895
RAMESHWAR,RAMESH,0.09218,0.57895
CLIFF,CUFF,0.08696,0.57895
RANGARAJAN,RANGA,0.07801,0.57895
MOHAMMAD,YOUNUS,0.06548,0.57895
ERNIE,ERNO,0.03589,0.57895
GRIFFITH,GRIFF,0.15279,0.57883
GUOHUA,GUO,0.20354,0.57862
ZHIMING,ZHI,0.17196,0.57862
OKSON,OK,0.33074,0.57823
MELISSA,MISSIE,0.16975,0.57818
MARIANGELES,MARIA,0.2033,0.57813
HYUNJIN,HYUN,0.18734,0.57813
LORINZA,LORENZO,0.17619,0.57813
JASMINE,JASMAN,0.09893,0.57813
RITAANN,RITA,0.46439,0.57801
HOLLYJO,HOLLY,0.47706,0.57778
JOANELLEN,JOAN,0.40625,0.57778
YOUNGTAE,YOUNG,0.25243,0.57778
JACQUELINE,JACKII,0.24762,0.57778
YANCHUN,YAN,0.208,0.57778
VIKTORS,VICTOR,0.19259,0.57778
XUMING,XU,0.16994,0.57778
SHEALYNN,SHEA,0.16994,0.57778
DELOURIS,DELORES,0.16049,0.57778
YEHOSHUA,JOSHUA,0.04971,0.57778
MARLAINE,MARLENE,0.09091,0.57764
BIENVENIDO,BIENVENI,0.27093,0.57747
RABINDRANAUTH,RABINDRANAU,0.26797,0.57747
MAGDALENA,MAGDALE,0.3326,0.57744
JUDYANN,JUDY,0.43186,0.57733
MELANIO,MEL,0.07026,0.57732
MARIOLA,MARIA,0.03606,0.57732
SHADRACH,SHAD,0.12956,0.57724
FANGFANG,FANG,0.27778,0.57692
SUZYN,SUSAN,0.25424,0.57692
SANGIL,SANG,0.21429,0.57692
DELREY,DEL,0.20642,0.57692
ADELE,ADDE,0.19651,0.57692
TAJUDEEN,TAJU,0.15306,0.57692
JANISS,JANICE,0.13393,0.57692
EDRED,ED,0.13274,0.57692
FREDESVINDA,FREDES,0.12605,0.57692
DAWOD,DAVID,0.125,0.57692
GUIHUA,GUI,0.11539,0.57692
EZZATOLLAH,EZZAT,0.11364,0.57692
JEENE,JUNE,0.11111,0.57692
LARIO,LARRY,0.10345,0.57692
SOSAIA,SAIA,0.08929,0.57692
FRANCESSE,FRANCES,0.08671,0.57692
LORRAINE,ALSACE,0.08108,0.57692
DELANNE,DEL,0.07772,0.57692
MIKAELE,MICHAEL,0.07426,0.57692
VERLISA,LISA,0.06438,0.57692
KHAMPHA,KHAM,0.05703,0.57692
IVANOVICH,IVAN,0.05155,0.57692
GIACOMINA,JACKIE,0.04967,0.57692
OCTAVIANA,OCTAVIA,0.04951,0.57692
DESSIE,DESS,0.04886,0.57692
THOMAS,TOMMA,0.04237,0.57692
TRIET,TRI,0.03989,0.57692
EVELYN,ERLYN,0.03319,0.57692
TOMER,TOM,0.02013,0.57692
ELZIE,ELZY,0.01911,0.57692
ABOUBACAR,ABOU,0.01571,0.57692
PARDO,MARIA,0.01518,0.57692
VALLEJO,JOSE,0.01447,0.57692
BUREN,VAN,0.00625,0.57692
BABUBHAI,BABU,0.05178,0.57674
ARCHIE,ARCH,0.1474,0.57672
SAMANTHA,SAMAN,0.14751,0.57667
GUSTAVE,GUS,0.19078,0.57662
MARGUERITE,MARGU,0.30695,0.57658
LEMY,LE,0.19253,0.57647
JUANDA,WANDA,0.13137,0.57647
POURANDOKHT,POURAN,0.07717,0.57647
DEVVIE,DEBBIE,0.32588,0.57627
KAYANN,KAY,0.28989,0.57627
CHARLESANN,CHARLES,0.26357,0.57627
TAEJOON,TAE,0.26154,0.57627
BHARATIBEN,BHARATI,0.23448,0.57627
DOUGLAS,DOUGS,0.22819,0.57627
IMELDA,IMEE,0.08995,0.57627
NATHALY,NATALIE,0.04696,0.57627
PALACIOS,MARIA,0.01952,0.57627
WILLIAM,WUC,0.13421,0.57612
BENSON,BEN,0.04708,0.5761
JODIANE,JO,0.32919,0.57609
LULABELLE,LULA,0.30754,0.57609
SEUNGWON,SEUNG,0.26904,0.57609
LAVERTA,LA,0.11123,0.57609
PAMALIA,PAMELA,0.30252,0.576
ATAOLLAH,ATA,0.05172,0.576
MICHAEL,MICH,0.39443,0.57595
JERALDINE,JERALDI,0.32759,0.57576
JINGMING,JING,0.30159,0.57576
MELADIE,MELODY,0.24255,0.57576
KENNETH,KNE,0.19,0.57576
HUILIAN,HUI,0.18812,0.57576
ADAMANTIOS,ADAM,0.17925,0.57576
MARIELAINE,MARIE,0.15703,0.57576
MELEESA,MELISSA,0.14615,0.57576
NISHELLE,MICHELLE,0.13768,0.57576
GERTRUDE,GERTY,0.11585,0.57576
MANKIN,MAN,0.11446,0.57576
RONILO,RON,0.07661,0.57576
MILTON,MITT,0.0748,0.57576
OPHELIA,OPHIE,0.05655,0.57576
YASUHIRO,YASU,0.05352,0.57576
ROSSANO,ROSS,0.05135,0.57576
KENNETH,KENNEL,0.04139,0.57576
ORNELAS,MARIA,0.02118,0.57576
MARIA,MAMA,0.11018,0.57561
DENNIS,DINIS,0.20539,0.57558
MARYGRACE,MARY,0.41609,0.57553
GIORGIO,GEORGE,0.1249,0.57553
CHRISTOPHER,CHRISTOPHD,0.4,0.57534
REXAL,REX,0.27451,0.57534
HYUNCHUL,HYUN,0.23464,0.57534
REBECCA,BECA,0.19178,0.57534
DELRITA,DEL,0.15329,0.57534
SHIVAKUMAR,SHIVA,0.12766,0.57534
LIWAYWAY,LIWAY,0.07394,0.57534
SABATINO,SAM,0.05814,0.57522
ERNEST,ERNE,0.28671,0.57515
HERMELINDA,HERMELIN,0.35858,0.575
MARIASOCORRO,MARIA,0.29299,0.575
DOYOUNG,DO,0.23958,0.575
HARRIETT,HARNETT,0.2201,0.575
YUANHUI,YUAN,0.21296,0.575
SUNGHI,SUNG,0.20536,0.575
REBERTHA,ROBERTA,0.17557,0.575
YUGUANG,YU,0.15753,0.575
XIAOFEI,XIAO,0.15385,0.575
JAHANSHAH,JOHN,0.1361,0.575
XIAOBO,XIAO,0.11675,0.575
DODDIE,DOTTIE,0.06133,0.575
MIRELES,MARIA,0.03305,0.575
MICHAEL,SPIKE,0.01662,0.575
ELIZAVETA,ELIZABETH,0.14138,0.57485
CRISTOL,CRYSTAL,0.14368,0.57471
FEREYDOON,FRED,0.13774,0.57471
RUDOLPH,RUDOL,0.36749,0.57459
NATALIE,NATAL,0.18027,0.57453
SHIHCHIN,SHIH,0.25714,0.57447
ABDULRASHID,ABDUL,0.19425,0.57447
ZHIQING,ZHI,0.15607,0.57447
LAVILA,LA,0.13366,0.57447
SYLVIANNE,SYLVIA,0.12617,0.57447
LAVILLA,LA,0.07804,0.57447
HIROYUKI,HIRO,0.04305,0.57447
SHERRYLYNN,SHERRY,0.3511,0.57436
SHADRICK,SHAD,0.11082,0.57432
MANOLO,MANUEL,0.07878,0.57431
CHARLOTTE,SHARLOTT,0.27619,0.57426
XIAOBING,XIAO,0.16156,0.57426
KWANGJIN,KWANG,0.30693,0.57407
RAJALAKSHMI,RAJALAKSH,0.28972,0.57407
ROBERT,ROBTL,0.21986,0.57407
ZHIYI,ZHI,0.19872,0.57407
JUNYOUNG,JUN,0.19375,0.57407
CLEOTIS,CLEO,0.05057,0.57407
PRAGNABEN,PRAGNA,0.05,0.57407
PATRICIA,PATRISH,0.2973,0.57391
SUNGJA,SUNG,0.25483,0.57391
SUNGHOON,SUNG,0.21569,0.57391
KENNETH,KENS,0.18644,0.57391
LORAH,LAURA,0.09067,0.57377
TEVITA,DAVID,0.03235,0.57377
JOELAINE,JO,0.42388,0.57374
WENDYANN,WENDY,0.41366,0.57368
SANGWON,SANG,0.24835,0.5736
MICHAEL,MICHA,0.23491,0.57356
SURINDERPAL,SURINDER,0.24375,0.57353
DONGMING,DONG,0.20856,0.57353
CASON,CASEY,0.02957,0.57353
CONSTANCE,CONSTAN,0.40984,0.57348
RAVISHANKAR,RAVI,0.21881,0.57346
MARYALLEN,MARY,0.4,0.57343
HERBERT,HUBERT,0.07667,0.57342
NORMAN,NORM,0.04449,0.57341
DAMMY,DANNY,0.33992,0.57333
JANELEE,JANE,0.25,0.57333
LORRAINE,LOREINE,0.15468,0.57333
SELAMAWIT,SELAM,0.1013,0.57333
MERELYN,MARILYN,0.09729,0.57333
HEESUN,HEE,0.20595,0.57325
DIAMME,DIANNE,0.41228,0.57317
ELIZABETH,BETTY,0.07064,0.57308
CYNTHIA,CINDI,0.29733,0.57307
MARTANN,MARY,0.3446,0.57303
CHUNGHEE,CHUNG,0.27273,0.57303
MIRRIAN,MIRIAM,0.23832,0.57303
GJERGJ,GEORGE,0.16038,0.57303
MICHELLE,MICHE,0.25888,0.57297
CORABELL,CORA,0.31792,0.57292
CHUKWUEMEKA,CHUKWUEME,0.26961,0.57292
JAESUN,JAE,0.25346,0.57292
GIOVANNI,GIOVAN,0.20484,0.57292
JAEYOUNG,JAE,0.26824,0.57286
NICOS,NICK,0.10967,0.57282
VIKTORIYA,VICTORIA,0.23442,0.5728
YOUNGSOO,YOUNG,0.26464,0.57277
CHRISTINE,CHESTINE,0.09079,0.57265
GUILLERMO,GUIL,0.18394,0.57258
HEATHERANN,HEATHER,0.44379,0.57252
MARQUITA,MARQUI,0.14368,0.57252
MESHELLE,MICHELLE,0.18686,0.57224
BONNIELEE,BONNIE,0.43775,0.57218
JUDYANNE,JUDY,0.38144,0.57217
ELEANOR,ELEAN,0.29105,0.57215
GEOFFREY,GEOFF,0.22707,0.5721
GEOGGREY,GEOFFREY,0.42443,0.57202
JILLANNE,JILL,0.30169,0.572
MARIO,MANO,0.12326,0.57185
ROSIELEE,ROSIE,0.40508,0.5717
JOELLEN,JO,0.37392,0.57159
KRISTOFFER,KRIS,0.28618,0.5715
SANDRAJO,SANDRA,0.45161,0.57143
DOROTHYANNE,DOROTHY,0.35037,0.57143
CHONGCHA,CHONG,0.34389,0.57143
BETTYRAE,BETTY,0.34286,0.57143
JENNIFERANNE,JENNIFER,0.32,0.57143
KYONGHUI,KYONG,0.30233,0.57143
HARRIOTT,HARRIET,0.29839,0.57143
FREDESWINDA,FREDESWIN,0.29814,0.57143
CHRISTOPHER,CHRISTAFER,0.2807,0.57143
RAEDAWN,RAE,0.25926,0.57143
KRISHNAMOHAN,KRISHNA,0.25807,0.57143
NICHALOUS,NICK,0.25225,0.57143
JOSEPHINO,JOSEFINO,0.2467,0.57143
ILHWAN,IL,0.24138,0.57143
JINWON,JIN,0.23881,0.57143
SUIPING,SUI,0.22222,0.57143
DOHYUN,DO,0.21539,0.57143
JAEIL,JAE,0.21239,0.57143
YOUNGHI,YOUNG,0.21053,0.57143
YUNLING,YUN,0.20896,0.57143
INKYUNG,IN,0.20253,0.57143
STEFFANNIE,STEPHANIE,0.19418,0.57143
NARENDRANATH,NAREN,0.18519,0.57143
GLENWOOD,GLEN,0.18161,0.57143
JIANFEI,JIAN,0.17857,0.57143
MAIKHANH,MAI,0.16783,0.57143
QUINCIE,QUINCY,0.16404,0.57143
NORVAL,NOWAL,0.16129,0.57143
GEORGE,GEC,0.15909,0.57143
VITTHALBHAI,VITTHAL,0.15873,0.57143
GWENDAL,GWEN,0.15819,0.57143
ZHENDONG,ZHEN,0.15504,0.57143
JEHOSHUA,JOSHUA,0.15038,0.57143
XIAOLU,XIAO,0.14953,0.57143
LISSETTE,LISSE,0.14884,0.57143
WENXIN,WEN,0.14706,0.57143
XIAOQIANG,XIAO,0.14286,0.57143
JARUS,JAMES,0.14159,0.57143
QIUPING,QIU,0.13699,0.57143
LEMANUEL,LEMUEL,0.13659,0.57143
TIFFNIE,TIFFANY,0.13559,0.57143
THADDEUS,THADUS,0.13044,0.57143
LABETH,LA,0.13008,0.57143
ALYXANDRA,ALYX,0.12598,0.57143
SHERREN,SHARON,0.12465,0.57143
BARTHOLOMEW,BARTHOL,0.1227,0.57143
ENAYATULLAH,ENAYAT,0.12214,0.57143
ROSALVINA,ROSA,0.12121,0.57143
WILLIAM,WUW,0.11976,0.57143
PATRICIA,PADDI,0.11364,0.57143
LANAN,LA,0.1039,0.57143
LATAMARA,TAMARA,0.10323,0.57143
LADESSA,LA,0.10204,0.57143
LEONARD,LEWARD,0.09852,0.57143
NORALBA,NORA,0.08805,0.57143
HAIYAN,HAI,0.0786,0.57143
ANAHITA,ANA,0.07383,0.57143
MORNINGSTAR,MORNING,0.06842,0.57143
VELINA,VELMA,0.06526,0.57143
JOHNSIE,JOHN,0.06456,0.57143
THOMAS,TOMAN,0.06178,0.57143
RICKMAN,RICK,0.0551,0.57143
JULETTA,JULIE,0.0479,0.57143
LORENTZ,LARRY,0.04244,0.57143
MARIANITO,MARIA,0.04233,0.57143
LENFORD,LEN,0.04124,0.57143
CHANDRA,SEKHAR,0.04075,0.57143
MERAZ,MARIA,0.03951,0.57143
ERASMUS,ERASMO,0.03645,0.57143
JAYDE,JAY,0.03072,0.57143
MALE,TALL,0.03047,0.57143
MOHAMMAD,ANSARI,0.02899,0.57143
MARIELY,MARIA,0.02465,0.57143
EHUD,UDI,0.02105,0.57143
TELLEZ,MARIA,0.01611,0.57143
CHACON,MARIA,0.01486,0.57143
CONNIE,CONNY,0.21269,0.5713
LARAE,LA,0.17022,0.57117
ISABEL,ISAB,0.38855,0.5708
LINDAANN,LINDA,0.45908,0.57072
RUTHANNE,RUTH,0.33251,0.57068
CARMELITA,CARMELI,0.25765,0.57062
EDWIN,ED,0.08294,0.57054
PRISCILLA,CILLA,0.13798,0.57051
ABDULWAHAB,ABDUL,0.15577,0.57042
JENNIFER,JENI,0.2461,0.5704
PATINA,TINA,0.10459,0.57031
LEMOYNE,LE,0.13786,0.57028
BRITTANY,BRITTA,0.07736,0.57023
VINCENZO,VINCENT,0.2408,0.5702
LORRAINE,LORRA,0.25191,0.57019
SOONYOUNG,SOON,0.26754,0.57009
STEPHANIE,STEFENIE,0.25848,0.57009
EVALINE,EVELYN,0.15256,0.57008
SUKHUI,SUK,0.35737,0.57
MARYCLARE,MARY,0.40444,0.56994
SARAHJEAN,SARAH,0.34507,0.56977
JEONGHEE,JEONG,0.21491,0.56977
CLARESE,CLARICE,0.11779,0.56977
LEONTINA,TINA,0.0802,0.56977
CLEMENT,CLEM,0.08281,0.56976
MARGUERITE,MARGUERI,0.38795,0.56966
DONNAMAY,DONNA,0.39474,0.56962
CHRISTOPHER,CHRISTHO,0.33582,0.56962
DONGMIN,DONG,0.26163,0.56962
LAVANCE,LA,0.0974,0.56962
MADRID,MARIA,0.0269,0.56962
IDAJEAN,IDA,0.37615,0.56944
JACQUELINE,JACQUENNE,0.32284,0.56944
FLORDE,FLOR,0.29782,0.56944
EUNJEONG,EUN,0.23034,0.56944
ANADEL,ANA,0.16599,0.56944
LORAANN,LORA,0.34906,0.56923
PRESENTACION,PRESENTACI,0.34259,0.56923
SAULAN,SAU,0.27007,0.56923
CONSUELO,CONSULA,0.18227,0.56923
SEJIN,SE,0.13167,0.56923
OLUKAYODE,KAYODE,0.08061,0.56923
MARIAPIA,MARIA,0.37184,0.56906
YUKPING,YUK,0.31731,0.56897
MAHENDRABHAI,MAHENDRA,0.27615,0.56897
EVANGELINE,EVANGLIN,0.26829,0.56897
JACQUELINE,JACQUELA,0.21569,0.56897
ROBYNNE,ROBIN,0.13599,0.56897
NORMIE,NORMA,0.11419,0.56897
BILL,BIU,0.25514,0.56881
RAYWOOD,RAY,0.21453,0.56881
ARTHUR,ARTY,0.19842,0.56879
CANDYCE,CANDY,0.14441,0.56878
INSOON,IN,0.26609,0.56877
ROBBYN,ROBIN,0.14066,0.56867
YOONHO,YOON,0.23577,0.56863
LAJEANNE,LA,0.22308,0.56863
ROSETTA,ROSET,0.16861,0.56863
GUINEVERE,GUIN,0.12393,0.56863
MARSHALL,MARCHAL,0.10701,0.56863
ABDELRAHIM,ABDEL,0.09732,0.56863
RUFF,RUSS,0.05013,0.56863
BUCKNER,BUCK,0.02391,0.56863
TROYLYNN,TROY,0.2967,0.56842
JUHEE,JU,0.19149,0.56842
MARYCHRIS,MARY,0.35586,0.56835
MARICAR,MARIA,0.06689,0.56835
YONGNAM,YONG,0.21552,0.56818
JERILOU,JERI,0.19841,0.56818
YINGZI,YING,0.15432,0.56818
ETHELINDA,LINDA,0.12136,0.56818
SHERRYLE,SHERRY,0.11364,0.56818
CRESCENZO,CHRIS,0.08696,0.56818
JAIDEEP,JAI,0.0469,0.56818
TAIWO,TAI,0.03564,0.56818
BERNARDUS,BEN,0.16785,0.568
DELLORES,DOLORES,0.2987,0.5679
NICOLE,NIKKI,0.11107,0.56786
ENCARNACION,ENCARNAC,0.3018,0.5678
OCTAVIANO,OCTAVIO,0.1036,0.56775
PAVLOS,PAUL,0.17591,0.56769
WILLIAM,WILLI,0.33508,0.56758
JULIEMARIE,JULIE,0.39437,0.56757
DOROTHY,DORTH,0.33333,0.56757
SAZAN,SUSAN,0.2,0.56757
SARKIS,SARK,0.16535,0.56757
JACKLYNNE,JACKIE,0.15217,0.56757
ALICAN,ALISON,0.14685,0.56757
VASUNDHARA,VASU,0.09502,0.56757
JANAAN,JAN,0.0913,0.56757
TEODORICO,TED,0.08322,0.56757
RUPERT,RUPE,0.07266,0.56757
MAUREEN,MOREN,0.06667,0.56757
PABLITO,PABLO,0.06492,0.56757
MASAYOSHI,MASA,0.02482,0.56757
AZADEH,AZI,0.02199,0.56757
REGINALD,REGGIE,0.09412,0.56743
YOUNGJU,YOUNG,0.25397,0.56738
GWENDOLYN,GWENDY,0.20101,0.56738
ROBERTUS,ROBERT,0.22692,0.56731
JOHNNIEMAE,JOHNNIE,0.42747,0.56729
SHINYOUNG,SHIN,0.28358,0.56716
YOUNGJAE,YOUNG,0.25166,0.56716
MYUNGHO,MYUNG,0.22755,0.56716
JINYONG,JIN,0.19689,0.56716
SALLIANNE,SALLY,0.18537,0.56716
ATHANASIOS,ATHANAS,0.15139,0.56716
JAYAKUMAR,JAY,0.1016,0.56716
ANGELUS,ANGELA,0.0713,0.56716
GLORIMAR,GLORIA,0.03582,0.56716
HWAJA,HWA,0.28882,0.56707
MARKEY,MARK,0.0698,0.56701
IRVING,IRV,0.36406,0.56685
CHRISTINA,ISTINA,0.18959,0.56667
LUISA,WISA,0.16832,0.56667
DORILYN,DORI,0.16191,0.56667
ANNJANNETTE,ANN,0.15596,0.56667
TIFFANY,TIFFNI,0.13492,0.56667
TIMIE,TIM,0.12143,0.56667
JIWEN,JI,0.11888,0.56667
EARNEY,ERNIE,0.11684,0.56667
ANGELETTE,ANGELET,0.10968,0.56667
LUCELENIA,LUCY,0.10625,0.56667
CATHERINE,CATI,0.09884,0.56667
NATACIA,NATASHA,0.0787,0.56667
GIUSEPPE,GIU,0.07556,0.56667
NORMANDIE,NORMANDY,0.07489,0.56667
DELVAN,DEL,0.07456,0.56667
DANIELLE,DANYIEL,0.06667,0.56667
MATHEUS,MATTHEW,0.06464,0.56667
MARGARITA,MARGITTA,0.04857,0.56667
RENEE,RENN,0.04404,0.56667
PETRAS,PETER,0.04218,0.56667
JOVO,JOHN,0.04048,0.56667
HALSTEAD,HAL,0.03407,0.56667
SHALIN,SHAUN,0.03108,0.56667
WAVERLY,WAVE,0.02504,0.56667
WOODRUFF,WOODY,0.02313,0.56667
BUENO,MARIA,0.0166,0.56667
JOSEPH,JOEY,0.24334,0.56663
JULIENNE,JULIE,0.17555,0.5666
EVERETT,EVERT,0.19909,0.56659
DANIEL,DANNY,0.18452,0.56649
ANALAURA,ANA,0.31901,0.56627
MYUNGSOO,MYUNG,0.25269,0.56627
WLODZIMIERZ,WLODEK,0.19342,0.56627
ZEPHANIAH,ZEPH,0.09833,0.56627
COURTNEY,CORTNIE,0.07705,0.56627
VLADIMIR,VLAD,0.25191,0.56614
BRENDA,BRE,0.2227,0.56605
ANNFRANCES,ANN,0.28037,0.56604
YUNSHENG,YUN,0.22059,0.56604
ABDELJALIL,ABDEL,0.14423,0.56604
NIRANJANA,NIRU,0.06565,0.56604
ARNAUD,ARNOLD,0.02193,0.56604
REBECCA,BECKA,0.2134,0.56599
MARCISCO,NARCISO,0.28667,0.56579
CECILIA,CECI,0.29708,0.56571
JIHEE,JI,0.18801,0.56557
ENCARNACION,ENCARNACI,0.39394,0.56556
TIFANIE,TIFFANY,0.14722,0.56552
RITAJEAN,RITA,0.4031,0.56522
DANNIAL,DANIEL,0.33051,0.56522
LEAHANN,LEAH,0.2896,0.56522
